Title,Year,Author,Publication,Cited,URL
"Embracing sustainable tourism through local community’s empowerment in Pahawang Island, Pesawaran, Lampung Province",2017,"Authors : IS Nurhasanah, NN Alvi, C Persada","Jurnal Tata Loka 19 (2), 59-63, 2017",9 cited,"https://scholar.google.com/scholar?q=+intitle:'Embracing sustainable tourism through local community’s empowerment in Pahawang Island, Pesawaran, Lampung Province'"
Pengaruh Metode Pembelajaran Brainstorming Dengan Menggunakan Media Visual Terhadap Hasil Belajar Sejarah,2017,"Authors : DF Simanjuntak, W Wakidi, YS Ekwandari","PESAGI (Jurnal Pendidikan dan Penelitian Sejarah) 5 (2), 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Metode Pembelajaran Brainstorming Dengan Menggunakan Media Visual Terhadap Hasil Belajar Sejarah'
USAHA JEPANG DALAM PENYELESAIAN KONFRONTASI INDONESIA-MALAYSIA TAHUN 1963-1966,2017,"Authors : A Sanjaya, M Syaiful, YS Ekwandari","PESAGI (Jurnal Pendidikan dan Penelitian Sejarah) 5 (2), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'USAHA JEPANG DALAM PENYELESAIAN KONFRONTASI INDONESIA-MALAYSIA TAHUN 1963-1966'
Pengaruh Powerpoint dengan Visual Basic Applications (VBA) Sebagai Media Pembelajaran Sejarah,2017,"Authors : E Fathoni, M Syaiful, YS Ekwandari","PESAGI (Jurnal Pendidikan dan Penelitian Sejarah) 5 (1), 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Powerpoint dengan Visual Basic Applications (VBA) Sebagai Media Pembelajaran Sejarah'
Persepsi Petani Jawa Tentang Pelaksanaan Tradisi Wiwitan di Desa Podosari Kecamatan Pringsewu Kabupaten Pringsewu,2017,"Authors : MN Rohim, W Wakidi, YS Ekwandari","PESAGI (Jurnal Pendidikan dan Penelitian Sejarah) 5 (9), 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Persepsi Petani Jawa Tentang Pelaksanaan Tradisi Wiwitan di Desa Podosari Kecamatan Pringsewu Kabupaten Pringsewu'
PERSEPSI PETANI JAWA TENTANG PELAKSANAAN TRADISI WIWITAN DI DESA PODOSARI KECAMATA PRINGSEWU KABUPATEN PRINGSEWU,2017,"Authors : MN Rohim, YS Ekwandari","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'PERSEPSI PETANI JAWA TENTANG PELAKSANAAN TRADISI WIWITAN DI DESA PODOSARI KECAMATA PRINGSEWU KABUPATEN PRINGSEWU'
Meningkatkan Hasil Belajar Siswa melalui Model Pembelajaran Inkuiri Terbimbing pada Materi Sebaran Barang Tambang di Kelas Xi IPS 1 SMAN 2 Probolinggo Tahun Ajaran 2016/2017,2017,Authors : D Ambarwati,"Jurnal Pendidikan Geografi: Kajian, Teori, dan Praktek dalam Bidang …, 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'Meningkatkan Hasil Belajar Siswa melalui Model Pembelajaran Inkuiri Terbimbing pada Materi Sebaran Barang Tambang di Kelas Xi IPS 1 SMAN 2 Probolinggo Tahun Ajaran 2016/2017'
pelatihan kewirausahaan kerajinan tangan rajutan bagi wanita tani desa pancasila kecamatan natar kabupaten lampung selatan,2017,"Authors : dina safitri dwi asri siti ambarwati, yuningsih, zainnur m. rusdi","prosiding seminar nasional pengabdian kepada masyarakat, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'pelatihan kewirausahaan kerajinan tangan rajutan bagi wanita tani desa pancasila kecamatan natar kabupaten lampung selatan'
ANALISIS PERBANDINGAN LOYALITAS KONSUMEN PADA ONLINE SHOP DAN TOKO KONVENSIONAL (BRICK AND MORTAR STORE).,2017,Authors : dwi asri siti ambarwati,"Jurnal Manajemen dan Bisnis, http://repository.lppm.unila.ac.id/4688/ 13 (2 …, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS PERBANDINGAN LOYALITAS KONSUMEN PADA ONLINE SHOP DAN TOKO KONVENSIONAL (BRICK AND MORTAR STORE).'
manajemen promosi,2017,"Authors : afri aripin mudji rahmat ramelan, dwi asri siti ambarwati",,0 cited,https://scholar.google.com/scholar?q=+intitle:'manajemen promosi'
Meningkatkan Hasil belajar Siswa Melalui Model Pembelajaran Inkuiri Terbimbing Pada Materi Sebaran Barang Tambang Di Kelas IX IPS SMA N 2 Probolinggo Tahun Ajaran 2016/2017,2017,Authors : D Ambarwati,"Jurnal Pendidikan Geografi 2 (22), 76-84, 2017",5 cited,https://scholar.google.com/scholar?q=+intitle:'Meningkatkan Hasil belajar Siswa Melalui Model Pembelajaran Inkuiri Terbimbing Pada Materi Sebaran Barang Tambang Di Kelas IX IPS SMA N 2 Probolinggo Tahun Ajaran 2016/2017'
"Perbandingan Hasil Belajar Ekonomi Model Pembelajaran ETH, GQGA dan TGT",2017,"Authors : Z Wilantini, Y Rizal, E Purnomo","JEE (Jurnal Edukasi Ekobis) 5 (8), 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Perbandingan Hasil Belajar Ekonomi Model Pembelajaran ETH, GQGA dan TGT'"
"Pengaruh Minat Belajar, Cara Belajar, Lingkungan Belajar, Perhatian Orangtua Terhadap Hasil Belajar",2017,"Authors : SP Putri, IK Winatha, Y Rizal",JEE (Jurnal Edukasi Ekobis) 5 (7),0 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh Minat Belajar, Cara Belajar, Lingkungan Belajar, Perhatian Orangtua Terhadap Hasil Belajar'"
Pengaruh Kualitas Pelayanan dan Motivasi Kerja Terhadap Loyalitas Anggota Melalui Kepuasan Anggota,2017,"Authors : VN Artra, Y Rizal, N Nurdin","JEE (Jurnal Edukasi Ekobis) 5 (7), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kualitas Pelayanan dan Motivasi Kerja Terhadap Loyalitas Anggota Melalui Kepuasan Anggota'
"Pengaruh Motivasi, Status Sosial Ekonomi dan Prestasi Belajar Terhadap Minat Melanjutkan Studi",2017,"Authors : S Pamudi, N Nurdin, Y Rizal","JEE (Jurnal Edukasi Ekobis) 5 (6), 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh Motivasi, Status Sosial Ekonomi dan Prestasi Belajar Terhadap Minat Melanjutkan Studi'"
PENGARUH INSENTIF DAN MOTIVASI KERJA TERHADAP KINERJA KARYAWAN MELALUI KEPUASAN KERJA KARYAWAN,2017,"Authors : S Mutiara, Y Rizal, A Maydiantoro",JEE (Jurnal Edukasi Ekobis) 5 (5),0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH INSENTIF DAN MOTIVASI KERJA TERHADAP KINERJA KARYAWAN MELALUI KEPUASAN KERJA KARYAWAN'
Analisis Pengaruh Kualitas Pelayanan Terhadap Kepuasan Anggota Koperasi SUTRAWA Bandar Lampung,2017,"Authors : V Setyawati, Y Rizal, N Nurdin","JEE (Jurnal Edukasi Ekobis) 5 (4), 2017",3 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis Pengaruh Kualitas Pelayanan Terhadap Kepuasan Anggota Koperasi SUTRAWA Bandar Lampung'
"Pengaruh Persepsi Tentang Penilaian, Pengawasan dan Motivasi Terhadap Produktivitas Kerja",2017,"Authors : EN Fitriyani, N Nurdin, Y Rizal","JEE (Jurnal Edukasi Ekobis) 5 (4), 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh Persepsi Tentang Penilaian, Pengawasan dan Motivasi Terhadap Produktivitas Kerja'"
"Pengaruh Konsumen Tentang Atribut Produk, Harga dan Kualitas Pelayanan Terhadap Kepuasan Konsumen",2017,"Authors : A Widayanti, Y Rizal, A Maydiantoro","JEE (Jurnal Edukasi Ekobis) 5 (4), 2017",1 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh Konsumen Tentang Atribut Produk, Harga dan Kualitas Pelayanan Terhadap Kepuasan Konsumen'"
Pengaruh Retail Mix terhadap Kepuasan Konsumen di Swalayan Putra Baru Bandar Jaya,2017,"Authors : AK Dewi, Y Rizal, A Maydiantoro","JEE (Jurnal Edukasi Ekobis) 5 (4), 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Retail Mix terhadap Kepuasan Konsumen di Swalayan Putra Baru Bandar Jaya'
Pengaruh Insentif dan Lingkungan Kerja Terhadap Kepuasan Kerja Melalui Motivasi Kerja,2017,"Authors : D Justina, N Nurdin, Y Rizal","JEE (Jurnal Edukasi Ekobis) 5 (2), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Insentif dan Lingkungan Kerja Terhadap Kepuasan Kerja Melalui Motivasi Kerja'
ANIMISME DALAM KESENIAN SALUANG SIROMPAK,2017,Authors : RW Putra,"Garak Jo Garik: Jurnal Pengkajian dan Penciptaan Seni 12 (2), 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'ANIMISME DALAM KESENIAN SALUANG SIROMPAK'
Perencanaan Moda Transportasi Umum Berbasis Kereta Api Rute Tanjung Karang–Bandara Radin Inten II,2017,Authors : R Mutohir,"FAKULTAS TEKNIK, 2017",5 cited,https://scholar.google.com/scholar?q=+intitle:'Perencanaan Moda Transportasi Umum Berbasis Kereta Api Rute Tanjung Karang–Bandara Radin Inten II'
Studi Pengembangan Hutan Mangrove Desa Margasari Lampung Timur Untuk Pendidikan dan Eko Wisata,2017,"Authors : M Sarkowi, KH Basuki","Fakultas Teknik Universitas Lampung, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Studi Pengembangan Hutan Mangrove Desa Margasari Lampung Timur Untuk Pendidikan dan Eko Wisata'
IDENTIFIKASI BAWAH PERMUKAAN LAPANGAN MINYAK “HUF” SUMATERA SELATAN UNTUK MENDELINIASI STRUKTUR CEKUNGAN HIDROKARBON BERDASARKAN DATA GAYABERAT,2017,Authors : A Setiawan,"FAKULTAS TEKNIK, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'IDENTIFIKASI BAWAH PERMUKAAN LAPANGAN MINYAK “HUF” SUMATERA SELATAN UNTUK MENDELINIASI STRUKTUR CEKUNGAN HIDROKARBON BERDASARKAN DATA GAYABERAT'
Pemodelan Dan Analisa Struktur Bawah Permukaan Daerah Prospek Panasbumi Kepahiang Berdasarkan Metode Gayaberat,2017,Authors : RB Sihombing,"FAKULTAS TEKNIK, 2017",18 cited,https://scholar.google.com/scholar?q=+intitle:'Pemodelan Dan Analisa Struktur Bawah Permukaan Daerah Prospek Panasbumi Kepahiang Berdasarkan Metode Gayaberat'
The Effect of Students' Motivational Behaviortoward Their Reading Comprehension at the Second Grade of SMA N 1 Pringsewu,2017,"Authors : D Anggraini, AB Setiyadi, T Sinaga","UNILA Journal of English Teaching 6 (4), 191939, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'The Effect of Students' Motivational Behaviortoward Their Reading Comprehension at the Second Grade of SMA N 1 Pringsewu'
"Gender, Profiency Level, and Social Power in English Requests by Indonesian EFL Learners",2017,"Authors : Seniarika, H Yufrizal, T Sinaga","Education Research Journal 7 (5), 103-108, 2017",1 cited,"https://scholar.google.com/scholar?q=+intitle:'Gender, Profiency Level, and Social Power in English Requests by Indonesian EFL Learners'"
Perkawinan Adat Pepadun di Tiyuh Gunungterang dan Implikasinya dalam Pembelajaran Bahasa Lampung,2017,"Authors : D Andayani, T Sinaga, I Hilal","JURNAL TIYUH LAMPUNG 1 (2 NOV), 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'Perkawinan Adat Pepadun di Tiyuh Gunungterang dan Implikasinya dalam Pembelajaran Bahasa Lampung'
Teaching Vocabulary Through Pictionary Game To First Grade Of SMPN 1 Way Tuba,2017,"Authors : RY Akrimah, F Nainggolan, T Sinaga","UNILA Journal Of English Teaching 6 (6), 213557, 2017",9 cited,https://scholar.google.com/scholar?q=+intitle:'Teaching Vocabulary Through Pictionary Game To First Grade Of SMPN 1 Way Tuba'
Level of Skill Argued Students on Physics Material,2017,"Authors : V Viyanti, C Cari, W Sunarno, ZK Prasetyo","Journal of Physics: Conference Series 895 (1), 012043, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Level of Skill Argued Students on Physics Material'
Perbandingan Hasil Belajar Menggunakan Model ST dan TC dengan Memperhatikan Kecerdasan,2017,"Authors : AY Pratama, N Nurdin, E Rupaidah","JEE (Jurnal Edukasi Ekobis) 5 (6), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Perbandingan Hasil Belajar Menggunakan Model ST dan TC dengan Memperhatikan Kecerdasan'
Perbandingan Hasil Belajar Ekonomi Menggunakan Model Gabungan dengan Memperhatikan Kemampuan Berpikir Kritis,2017,"Authors : M Susanti, S Sudjarwo, E Rupaidah","Jurnal Studi Sosial 5 (1), 132175, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Perbandingan Hasil Belajar Ekonomi Menggunakan Model Gabungan dengan Memperhatikan Kemampuan Berpikir Kritis'
Ilmu Ekonomi Mikro,2017,"Authors : E Rufaidah, Nurdin",,0 cited,https://scholar.google.com/scholar?q=+intitle:'Ilmu Ekonomi Mikro'
Pengaruh Soft Skill Dan Prestasi Belajar Terhadap Kesiapan Memasuki Dunia Kerja,2017,"Authors : IR Dianti, ER Erlina, AM Albet","JEE (Jurnal Edukasi Ekobis) 5 (8), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Soft Skill Dan Prestasi Belajar Terhadap Kesiapan Memasuki Dunia Kerja'
LAPORAN PENELITIAN: MASTERPLAN PENDIDIKAN SEKOLAH PENDIDIKAN MENENGAH PERTAMA KABUPATEN PESISIR BARAT,2017,"Authors : ER Erlina Rufaidah, A Abdurrahman, R Bujang Rahman","Not Published, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'LAPORAN PENELITIAN: MASTERPLAN PENDIDIKAN SEKOLAH PENDIDIKAN MENENGAH PERTAMA KABUPATEN PESISIR BARAT'
PEMBELAJARAN IPS BERBASIS KEARIFAN LOKAL PADA SISWA SMK FARMASI CENDIKIA FARMA HUSADA,2017,"Authors : K Karsiwan, P Pujiati, ER Erlina Rufaidah","JURNAL TEKSTUAL 15 (30), 58-78, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'PEMBELAJARAN IPS BERBASIS KEARIFAN LOKAL PADA SISWA SMK FARMASI CENDIKIA FARMA HUSADA'
asterplan Pendidikan Sekolah Menengah Pertama di Kabupaten Lampung Barat,2017,Authors : ER Erlina Rufaidah,"Erlina Rufaidah, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'asterplan Pendidikan Sekolah Menengah Pertama di Kabupaten Lampung Barat'
Ekonomi Pembangunan,2017,Authors : E Rufaidah,,0 cited,https://scholar.google.com/scholar?q=+intitle:'Ekonomi Pembangunan'
"Pemberdayaan Perekonomian Masyarakat Melalui Koperasi Unit Desa Berbasis Usaha Terbimbing. AKADEMIKA: Jurnal Pemikiran Islam, 22 (2), 361",2017,Authors : E Rufaidah,,10 cited,"https://scholar.google.com/scholar?q=+intitle:'Pemberdayaan Perekonomian Masyarakat Melalui Koperasi Unit Desa Berbasis Usaha Terbimbing. AKADEMIKA: Jurnal Pemikiran Islam, 22 (2), 361'"
Penggunaan Teknik Obat dan Permasalahan Blokade Epidural di Wilayah Jawa Barat pada Tahun 2015,2017,"Authors : M Ibnu, DF Yadi, E Oktaliansah","Jurnal Anestesi Perioperatif 5 (3), 171-179, 2017",5 cited,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Teknik Obat dan Permasalahan Blokade Epidural di Wilayah Jawa Barat pada Tahun 2015'
"Gatekeepers of Sustainability: On coffee smallholders, standards and certifications in Indonesia",2017,Authors : M Ibnu,,13 cited,"https://scholar.google.com/scholar?q=+intitle:'Gatekeepers of Sustainability: On coffee smallholders, standards and certifications in Indonesia'"
Gatekeepers of sustainability: from the perspective of the Indonesian coffee smallholders,2017,Authors : I Muhammad,,0 cited,https://scholar.google.com/scholar?q=+intitle:'Gatekeepers of sustainability: from the perspective of the Indonesian coffee smallholders'
Impact Evaluation,2017,Authors : I Muhammad,"Jurusan Agribisnis, Fakultas Pertanian Unila, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Impact Evaluation'
"Gatekeepers of sustainability On coffee smallholders, standards and certifications in Indonesia",2017,Authors : I Muhammad,"Universitaire Pers Maastricht, 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Gatekeepers of sustainability On coffee smallholders, standards and certifications in Indonesia'"
Penerapan Naïve Bayes Classification untuk Klasifikasi Tingkat Kemungkinan Obesitas Mahasiswa Sistem Informasi UIN Suska Riau,2017,"Authors : W Muslehatin, M Ibnu, M Mustakim","Seminar Nasional Teknologi Informasi Komunikasi dan Industri, 250-256, 2017",23 cited,https://scholar.google.com/scholar?q=+intitle:'Penerapan Naïve Bayes Classification untuk Klasifikasi Tingkat Kemungkinan Obesitas Mahasiswa Sistem Informasi UIN Suska Riau'
Agribisnis Perkebunan di Kabupaten Cilacap Provinis Jawa Tengah,2017,"Authors : AD Nugroho, M Ilsan, E Efrinda, W Winaryo, R Handoyo, S Suparmono, ...","Jurnal Penelitian Pertanian Terapan 17 (3), 157-164, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Agribisnis Perkebunan di Kabupaten Cilacap Provinis Jawa Tengah'
"KAJIAN PEMBERIAN PAKAN DENGAN PENGGUNAAN TEPUNG KEONG MAS Pomacea canaliculata (Lamarck, 1822) TERHADAP PERTUMBUHAN LOBSTER AIR TAWAR Cherax quadricarinatus (von Martens, 1868 …",2017,Authors : E Minarni,"Fakultas Pertanian, 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'KAJIAN PEMBERIAN PAKAN DENGAN PENGGUNAAN TEPUNG KEONG MAS Pomacea canaliculata (Lamarck, 1822) TERHADAP PERTUMBUHAN LOBSTER AIR TAWAR Cherax quadricarinatus (von Martens, 1868 …'"
An experimental study on mitigating alkali silica reaction by using lithium hydroxide monohydrate,2017,"Authors : I Mohd, S Yasutaka, H Hidenori, D Yamamoto","AIP Conference Proceedings 1903 (1), 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'An experimental study on mitigating alkali silica reaction by using lithium hydroxide monohydrate'
"Community Efforts For Adaptation And Anticipate To Flood Tide (ROB) In Bedono Village, District Sayung Demak, Central Java, Indonesia",2017,"Authors : DL Setyowati, M Amin, TMP Astuti, I Ishartiwi","Man In India 97 (5), 2017, 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Community Efforts For Adaptation And Anticipate To Flood Tide (ROB) In Bedono Village, District Sayung Demak, Central Java, Indonesia'"
Pemahaman santri terhadap hadits ghasab: studi ghasab di Pondok Pesantren Raudlatut Thalibin Tugurejo Tugu Semarang,2017,Authors : M Amin,UIN Walisongo,0 cited,https://scholar.google.com/scholar?q=+intitle:'Pemahaman santri terhadap hadits ghasab: studi ghasab di Pondok Pesantren Raudlatut Thalibin Tugurejo Tugu Semarang'
PENGARUH KUALITAS SUMBER DAYA MANUSIA DAN TEKNOLOGI INFORMASI DALAM MENGHASILKAN PELAPORAN KEUANGAN DAERAH YANG BERKUALITAS (Studi Empiris pada OPD Kota Bandar Lampung dan Kota …,2017,Authors : RR Gamayuni,"Jurnal Akuntansi dan Keuangan 22 (2), 107-208",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH KUALITAS SUMBER DAYA MANUSIA DAN TEKNOLOGI INFORMASI DALAM MENGHASILKAN PELAPORAN KEUANGAN DAERAH YANG BERKUALITAS (Studi Empiris pada OPD Kota Bandar Lampung dan Kota …'
Analysis Pengaruh Kinerja Keuangan Terhadap Nilai Perusahaan Dengan Pengungkapan Corporate Social Responsibility (CSR) dan Good Corporate Governance (GCG) Sebagai Variable …,2017,"Authors : R Al Akbar, D Sukmasari","Jurnal Akuntansi dan Keuangan 21 (2), 147-162",0 cited,https://scholar.google.com/scholar?q=+intitle:'Analysis Pengaruh Kinerja Keuangan Terhadap Nilai Perusahaan Dengan Pengungkapan Corporate Social Responsibility (CSR) dan Good Corporate Governance (GCG) Sebagai Variable …'
Analysis Pengaruh Kinerja Keuangan Terhadap Nilai Perusahaan Dengan Pengungkapan Corporate Social Responsibility (CSR) dan Good Corporate Governance (GCG) Sebagai Variable …,2017,"Authors : R Al Akbar, D Sukmasari","Jurnal Akuntansi dan Keuangan 21 (2), 147-162, 2017",3 cited,https://scholar.google.com/scholar?q=+intitle:'Analysis Pengaruh Kinerja Keuangan Terhadap Nilai Perusahaan Dengan Pengungkapan Corporate Social Responsibility (CSR) dan Good Corporate Governance (GCG) Sebagai Variable …'
Analisis Penerapan Sistem Just In Time Untuk Meingkatkan Efisiensi dan Produktifitas Pada Perusahaan Industri.,2017,"Authors : Y Agustina, D Sukmasari, Ermadiani","Jurnal Akuntansi dan Keuangan 12, 2017",3 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis Penerapan Sistem Just In Time Untuk Meingkatkan Efisiensi dan Produktifitas Pada Perusahaan Industri.'
THE USE OF MINGLE GAME TO IMPROVE SECOND GRADE STUDENTS’SPEAKING ACHIEVEMENT AT SMAN 1 BANDAR LAMPUNG,2017,Authors : SR Utami,"CULTY OF TEACHER TRAINING AND EDUCATION, 2017",8 cited,https://scholar.google.com/scholar?q=+intitle:'THE USE OF MINGLE GAME TO IMPROVE SECOND GRADE STUDENTS’SPEAKING ACHIEVEMENT AT SMAN 1 BANDAR LAMPUNG'
An Analysis Of Grammatical Errors In Learners' Descriptive Writings At SMA Al-kautsar Bandar Lampung,2017,"Authors : MF Abdillah, C Sutarsyah, B Hasan","UNILA Journal of English Teaching 6 (9), 213717",3 cited,https://scholar.google.com/scholar?q=+intitle:'An Analysis Of Grammatical Errors In Learners' Descriptive Writings At SMA Al-kautsar Bandar Lampung'
Developing STAD Technique To Encourage Student Reading Comprehension Achievement Based On Extrovert And Introvert Personality,2017,"Authors : IDP Widhyastika, C Sutarsyah, U Suparman","UNILA Journal of English Teaching 6 (8), 191951, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Developing STAD Technique To Encourage Student Reading Comprehension Achievement Based On Extrovert And Introvert Personality'
Developing English Speaking Materials for Tenth Grade Students of Hotel Accommodation Study Program at SMKN 1 Sukadana,2017,"Authors : R Prabandari, C Sutarsyah, M Mahpul","UNILA Journal of English Teaching 6 (4), 194646, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Developing English Speaking Materials for Tenth Grade Students of Hotel Accommodation Study Program at SMKN 1 Sukadana'
Think Aloud in Collaborative Discussion on Reading Comprehension of EFL Students,2017,"Authors : MP Anggraini, C Sutarsyah, U Suparman","U-JET 6 (1), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Think Aloud in Collaborative Discussion on Reading Comprehension of EFL Students'
Analyzing the Students' Strategies in Reading at Different Level of Competency,2017,"Authors : A Nuryana, C Sutarsyah, U Suparman","UNILA Journal of English Teaching 6 (7), 193845",0 cited,https://scholar.google.com/scholar?q=+intitle:'Analyzing the Students' Strategies in Reading at Different Level of Competency'
THE EFFECT OF CORRECTIVE FEEDBACK TOWARDS STUDENTS’SPEAKING PERFORMANCE RELATED TO LEARNING STYLES,2017,Authors : A Nurhartanto,"Universitas Lampung, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'THE EFFECT OF CORRECTIVE FEEDBACK TOWARDS STUDENTS’SPEAKING PERFORMANCE RELATED TO LEARNING STYLES'
ANALYZING THE STUDENTS’STRATEGIES IN READING AT DIFFERENT LEVEL OF COMPETENCY,2017,Authors : A Nuryana,"TEACHER TRAINING AND EDUCATION FACULTY, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'ANALYZING THE STUDENTS’STRATEGIES IN READING AT DIFFERENT LEVEL OF COMPETENCY'
AN ANALYSIS OF GRAMMATICAL ERRORS IN LEARNERS’DESCRIPTIVE WRITINGS AT SMA AL-KAUTSAR BANDAR LAMPUNG,2017,Authors : MF Abdillah,"Fakultas Keguruan dan Ilmu Pendidikan, 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'AN ANALYSIS OF GRAMMATICAL ERRORS IN LEARNERS’DESCRIPTIVE WRITINGS AT SMA AL-KAUTSAR BANDAR LAMPUNG'
The Effectiveness of Explicit-Implicit Vocabulary Learning Using Subtitled-Video on Vocabulary Mastery of Students of MTs. Darul A'mal,2017,"Authors : MI Arramany, C Sutarsyah, A Nurweni","UNILA Journal of English Teaching 6 (9), 213830",1 cited,https://scholar.google.com/scholar?q=+intitle:'The Effectiveness of Explicit-Implicit Vocabulary Learning Using Subtitled-Video on Vocabulary Mastery of Students of MTs. Darul A'mal'
An analysis of student’s speaking anxiety and its effect on speaking performance,2017,Authors : C Sutarsyah,"IJELTAL (Indonesian Journal of English Language Teaching and Applied …, 2017",153 cited,https://scholar.google.com/scholar?q=+intitle:'An analysis of student’s speaking anxiety and its effect on speaking performance'
Pembelajaran bahasa Inggris sebagai muatan lokal pada sekolah dasar di propinsi Lampung,2017,Authors : C Sutarsyah,AKSARA: Jurnal Bahasa dan Sastra 18 (1),17 cited,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran bahasa Inggris sebagai muatan lokal pada sekolah dasar di propinsi Lampung'
The Use of Self-Correction in Teaching Recount Text Writing,2017,Authors : YP Adi,"Fakultas FKIP, 2017",7 cited,https://scholar.google.com/scholar?q=+intitle:'The Use of Self-Correction in Teaching Recount Text Writing'
Comparing the Students vocabulary achievement taught through pictionary game and crossword puzzle,2017,"Authors : A Khaidar, C Sutarsyah, H Huzairin","U-JET 6 (1), 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Comparing the Students vocabulary achievement taught through pictionary game and crossword puzzle'
THE EFFECT OF IMPLEMENTING KWL AND QAR STRATEGIES ON STUDENTS’READING COMPREHENSION WITH DIFFERENT MOTIVATION,2017,Authors : YA Pakpahan,"Lampung University, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'THE EFFECT OF IMPLEMENTING KWL AND QAR STRATEGIES ON STUDENTS’READING COMPREHENSION WITH DIFFERENT MOTIVATION'
Improving Student's Ability in Writing Narrative Text Through Textless Comic at SMPN 20 Bandar Lampung,2017,"Authors : VT Guna, C Sutarsyah, RG Suka","UNILA Journal of English Teaching 6 (4), 194432",0 cited,https://scholar.google.com/scholar?q=+intitle:'Improving Student's Ability in Writing Narrative Text Through Textless Comic at SMPN 20 Bandar Lampung'
Pengaruh Pengembangan Karir dan Komitmen Kerja terhadap Kinerja Karyawan PT Bank Bri Kantor Cabang Teluk Betung Kota Bandar Lampung,2017,Authors : MEKA EFRIYANINGSIH,FAKULTAS EKONOMI DAN BISNIS,2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pengembangan Karir dan Komitmen Kerja terhadap Kinerja Karyawan PT Bank Bri Kantor Cabang Teluk Betung Kota Bandar Lampung'
Pengaruh Konflik Kerja Dan Stres Kerja Terhadap Pengembangan Karir Karyawan Pada Departemen Cannery PT Great Giant Pineapple Lampung Tengah,2017,Authors : D Erminia,FAKULTAS EKONOMI DAN BISNIS,1 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Konflik Kerja Dan Stres Kerja Terhadap Pengembangan Karir Karyawan Pada Departemen Cannery PT Great Giant Pineapple Lampung Tengah'
